日付,始値,高値,安値,終値,出来高,日経平均,ドル円
2024-05-31,3444.9,3497.9,3441.5,3488.7,3062045,57760,157.58
2024-06-03,3502.4,3538.5,3299.8,3310.6,9378846,56572,157.34
2024-06-04,3304.9,3402.9,3276.8,3384.4,3013291,56457,156.94
2024-06-05,3379.9,3385.3,3345.4,3348.7,2295967,56318,158.24
2024-06-06,3364.8,3389.7,3339.6,3353.7,1110006,55684,158.67
2024-06-07,3344.9,3351.2,3263.7,3265.5,4966707,54769,158.10
2024-06-10,3267.1,3270.0,3204.4,3229.7,2023663,54813,158.63
2024-06-11,3247.7,3262.4,3065.4,3069.6,9957093,54634,158.75
2024-06-12,3083.0,3093.2,3069.7,3090.8,1907226,54664,159.73
2024-06-13,3082.1,3127.7,3079.2,3113.6,2382326,55032,158.40
2024-06-14,3113.4,3174.5,3110.8,3155.9,3905742,55336,158.38
2024-06-17,3156.3,3219.1,3152.1,3214.9,5167921,55609,156.83
2024-06-18,3208.2,3220.9,3187.2,3214.6,947846,55568,158.91
2024-06-19,3216.3,3231.3,3176.1,3206.5,1307053,55624,159.13
2024-06-20,3210.5,3238.6,3209.2,3237.6,3288422,56464,159.62
2024-06-21,3243.4,3308.5,3237.1,3292.9,4318178,57271,157.59
2024-06-24,3304.6,3320.0,3206.6,3214.5,3184563,56699,157.84
2024-06-25,3211.7,3299.5,3190.0,3284.8,4343075,57203,157.67
2024-06-26,3286.1,3330.4,3285.4,3310.8,2565677,57482,158.24
2024-06-27,3303.2,3358.2,3302.5,3329.3,1525241,57528,157.31
2024-06-28,3320.1,3353.7,3308.8,3333.9,1143197,58449,157.35
2024-07-01,3323.6,3345.2,3313.6,3342.4,1217135,58495,158.61
2024-07-02,3346.6,3364.9,3239.2,3251.3,5264439,58768,158.34
2024-07-03,3244.5,3299.2,3241.4,3282.3,2248150,59050,158.46
2024-07-04,3272.3,3283.2,3248.3,3275.1,1247903,58749,157.72
2024-07-05,3274.6,3284.3,3170.3,3182.8,4189573,57790,156.16
2024-07-08,3178.0,3201.9,3167.6,3179.9,1040784,57467,156.42
2024-07-09,3185.4,3196.3,3121.0,3144.4,2152716,57133,157.54
2024-07-10,3148.2,3163.4,3088.9,3105.7,2107945,56401,158.61
2024-07-11,3108.8,3113.3,3067.4,3074.4,3332997,55648,159.23
2024-07-12,3078.4,3093.0,2957.1,2973.1,5044954,54358,158.29
2024-07-15,2972.9,3000.0,2927.6,2935.0,2830871,54042,158.37
2024-07-16,2937.0,2938.2,2917.4,2918.4,1973113,53732,157.47
2024-07-17,2925.2,2930.3,2861.1,2870.1,4511346,53601,157.92
2024-07-18,2861.4,2935.0,2841.9,2928.9,5632391,54444,156.83
2024-07-19,2930.7,2937.3,2923.4,2925.5,1096637,54541,156.51
2024-07-22,2911.0,2922.4,2859.7,2861.0,5050586,53880,156.81
2024-07-23,2857.6,2894.6,2854.6,2889.8,1897246,54357,157.47
2024-07-24,2889.0,2894.0,2865.8,2866.3,2752452,54041,157.05
2024-07-25,2885.7,2888.3,2711.6,2722.3,11068290,53501,157.81
2024-07-26,2725.6,2738.5,2683.3,2689.7,2645187,53163,156.78
2024-07-29,2693.4,2695.7,2641.6,2654.7,3123937,52452,158.51
2024-07-30,2658.3,2665.6,2656.4,2664.3,1757143,52693,159.37
2024-07-31,2676.7,2681.7,2625.3,2627.2,3675760,52020,158.78
2024-08-01,2622.4,2670.7,2619.3,2665.7,3380103,51701,159.17
2024-08-02,2669.7,2691.9,2634.7,2642.2,2124726,51038,158.38
2024-08-05,2636.7,2648.5,2624.7,2629.4,1956840,50749,159.19
2024-08-06,2631.7,2647.4,2629.5,2642.0,1660530,50674,158.32
2024-08-07,2638.1,2641.1,2625.9,2635.1,1258887,51257,157.42
2024-08-08,2633.2,2683.7,2632.1,2680.8,3890705,52348,156.95
2024-08-09,2681.6,2731.3,2669.0,2720.8,3660292,52256,158.17
2024-08-12,2711.0,2772.0,2699.2,2769.3,5006855,53227,157.83
2024-08-13,2773.0,2779.9,2667.9,2695.0,7436388,53327,158.00
2024-08-14,2692.8,2703.2,2677.5,2698.4,1048226,53333,158.25
2024-08-15,2685.6,2706.4,2683.7,2705.1,1504783,53187,158.30
2024-08-16,2701.5,2706.2,2642.1,2646.4,5531878,52848,158.20
2024-08-19,2648.8,2652.6,2595.0,2602.6,2500258,52747,157.53
2024-08-20,2609.8,2624.0,2524.9,2541.2,3364123,52615,157.42
2024-08-21,2542.5,2558.1,2539.3,2555.4,1524186,52790,155.66
2024-08-22,2561.0,2588.2,2518.4,2527.8,2094147,53013,156.66
2024-08-23,2529.8,2531.5,2501.1,2505.8,2864101,52873,158.61
2024-08-26,2508.7,2555.2,2501.6,2542.3,4560717,52605,158.66
2024-08-27,2556.3,2566.5,2507.7,2510.7,3285284,52090,158.26
2024-08-28,2500.7,2567.5,2499.7,2557.9,4155256,52439,158.09
2024-08-29,2561.3,2563.5,2527.1,2545.5,2072317,51717,159.06
2024-08-30,2545.6,2559.5,2512.4,2523.5,1827424,51937,159.07
2024-09-02,2521.2,2630.4,2519.7,2626.2,7264952,52956,159.92
2024-09-03,2627.1,2636.1,2548.6,2561.5,4300463,52510,159.48
2024-09-04,2567.5,2576.8,2543.1,2557.8,1114379,52717,159.63
2024-09-05,2544.1,2550.1,2539.8,2542.8,2075511,52789,158.86
2024-09-06,2553.3,2566.0,2483.2,2501.0,4988880,52331,157.89
2024-09-09,2499.6,2516.9,2486.8,2516.8,1906689,52481,157.74
2024-09-10,2522.8,2583.6,2515.7,2582.0,4408842,52952,158.56
2024-09-11,2592.0,2626.3,2584.6,2613.3,2353960,53161,159.93
2024-09-12,2605.5,2614.1,2574.0,2602.9,1693893,53310,161.33
2024-09-13,2594.1,2682.2,2589.5,2679.6,7288514,53087,161.52
2024-09-16,2688.5,2699.6,2678.6,2694.9,1990684,52822,162.11
2024-09-17,2683.7,2719.7,2675.7,2719.0,2977683,53401,161.11
2024-09-18,2724.0,2767.2,2718.5,2759.8,4645700,53831,162.21
2024-09-19,2776.3,2783.3,2708.6,2714.3,2691210,53495,160.77
2024-09-20,2716.4,2734.3,2707.2,2711.0,1043269,53686,160.87
2024-09-23,2702.9,2731.3,2681.2,2727.6,2392093,54101,160.88
2024-09-24,2733.0,2814.9,2732.5,2804.4,3562005,54256,161.08
2024-09-25,2798.1,2824.9,2796.8,2823.4,1588411,54449,161.55
2024-09-26,2845.1,2879.5,2833.8,2837.9,2097981,54914,161.58
2024-09-27,2819.5,2915.8,2811.7,2913.7,5039105,55131,162.59
2024-09-30,2915.9,2948.7,2898.4,2941.0,2053211,55515,162.86
2024-10-01,2944.7,2951.2,2850.2,2857.3,4534019,54147,162.96
2024-10-02,2861.0,2894.3,2858.6,2887.6,2063340,53773,163.61
2024-10-03,2889.5,2903.0,2885.5,2892.8,1164414,53177,163.00
2024-10-04,2884.9,2949.7,2877.6,2949.3,3354786,54083,162.09
2024-10-07,2952.5,2953.0,2891.2,2902.8,4170513,53500,161.35
2024-10-08,2883.3,2914.2,2861.2,2869.4,3671560,53072,161.55
2024-10-09,2872.2,2925.6,2869.4,2915.4,2747099,53287,162.30
2024-10-10,2928.2,2957.2,2897.8,2906.5,1543710,52875,163.53
2024-10-11,2896.7,2903.1,2861.1,2875.6,2175645,52083,163.62
2024-10-14,2851.8,2869.2,2843.5,2858.6,2115747,51706,163.98
2024-10-15,2852.5,2863.5,2850.3,2856.9,1043274,52231,166.47
2024-10-16,2856.0,2895.9,2850.9,2886.8,2039874,52182,166.93
2024-10-17,2888.9,2901.7,2878.2,2896.2,1278803,52607,167.33
2024-10-18,2902.3,2917.6,2889.4,2908.8,1460153,52601,167.64
2024-10-21,2898.1,2923.0,2842.5,2861.0,4602066,52294,168.50
2024-10-22,2839.9,2902.3,2839.6,2890.0,2454467,52647,170.92
2024-10-23,2899.3,2905.0,2881.4,2881.9,1509744,52340,169.89
2024-10-24,2878.1,2926.0,2875.0,2923.7,3496608,52845,170.52
2024-10-25,2917.9,2974.2,2917.4,2967.5,3469824,52916,170.92
2024-10-28,2972.3,2984.1,2960.0,2963.3,1214886,52729,171.94
2024-10-29,2956.0,3123.5,2945.3,3113.2,5852232,53608,172.11
2024-10-30,3108.3,3148.5,3105.1,3131.2,1579079,53101,173.88
2024-10-31,3121.5,3204.2,3091.1,3179.6,2628336,53587,173.65
2024-11-01,3173.6,3183.7,3062.2,3064.0,9116694,52967,172.74
2024-11-04,3066.0,3074.1,3021.1,3035.2,1907686,52719,172.90
2024-11-05,3016.0,3044.5,2998.7,3028.0,1418701,52628,173.58
2024-11-06,3027.7,3062.3,3012.7,3050.3,1638644,52850,174.15
2024-11-07,3044.1,3126.2,3022.1,3110.4,4026660,53416,173.71
2024-11-08,3111.8,3114.5,3109.8,3113.6,1163355,53417,175.59
2024-11-11,3115.1,3138.3,3059.3,3075.4,2252486,53371,174.96
2024-11-12,3070.9,3083.2,3062.2,3078.1,1076633,53600,175.28
2024-11-13,3088.8,3105.1,3033.7,3039.4,2413687,53231,175.86
2024-11-14,3017.3,3035.4,2996.2,3026.2,1458686,53558,175.04
2024-11-15,3027.9,3075.5,3023.4,3071.5,3076272,54506,173.76
2024-11-18,3068.7,3079.2,2973.5,2982.5,8095167,53786,174.31
2024-11-19,2984.8,3073.8,2980.3,3061.1,6929205,54254,173.93
2024-11-20,3068.3,3070.5,3005.5,3017.3,2999608,54017,172.88
2024-11-21,3021.3,3036.8,2954.0,2975.7,3610978,53607,172.79
2024-11-22,2967.9,2993.4,2934.6,2935.2,2531981,53407,173.03
2024-11-25,2930.6,2972.6,2926.7,2968.2,3338766,54015,175.14
2024-11-26,2970.8,2984.0,2967.5,2974.3,1121450,54208,174.69
2024-11-27,2989.6,3005.7,2983.4,3000.3,1778483,54109,173.56
2024-11-28,2996.7,3022.7,2967.0,3007.0,1299532,54494,173.35
2024-11-29,2989.1,3003.2,2964.1,2967.7,2308137,54071,174.42
2024-12-02,2969.2,2975.5,2930.1,2943.2,2256971,53955,175.89
2024-12-03,2939.5,2966.3,2934.4,2958.8,1912482,53782,175.63
2024-12-04,2980.6,2987.8,2902.1,2915.0,3354502,53323,174.05
2024-12-05,2902.0,2926.5,2898.6,2918.8,1169710,52804,174.81
2024-12-06,2913.5,2944.5,2909.8,2942.5,2152671,53030,173.46
2024-12-09,2936.3,2984.2,2906.3,2973.6,3007488,53507,174.76
2024-12-10,2980.4,3074.9,2966.7,3066.1,7401068,53504,175.18
2024-12-11,3067.9,3075.2,3048.8,3056.0,1610111,53300,176.31
2024-12-12,3047.3,3048.9,2926.6,2937.0,9017670,53175,176.79
2024-12-13,2944.1,3001.8,2918.3,3001.6,4619680,53405,178.30
2024-12-16,3000.9,3072.4,2987.4,3064.8,5693785,54171,178.32
2024-12-17,3069.3,3090.1,3064.6,3085.6,1691547,54752,178.49
2024-12-18,3083.9,3156.0,3078.6,3149.0,3077680,55340,178.34
2024-12-19,3144.6,3148.0,3079.1,3081.0,3375130,55008,179.81
2024-12-20,3067.1,3102.3,3065.2,3100.8,1703039,55252,182.02
2024-12-23,3105.8,3128.7,3100.2,3114.7,1965596,54797,181.25
2024-12-24,3107.0,3174.3,3096.5,3171.2,4836196,55667,180.38
2024-12-25,3181.7,3256.7,3166.4,3239.4,2987325,56571,181.42
2024-12-26,3224.3,3278.2,3215.2,3270.8,1938022,57138,181.99
2024-12-27,3276.5,3367.2,3259.9,3366.7,5592876,57923,183.42
2024-12-30,3370.8,3404.9,3369.4,3401.0,2105960,57753,185.29
2024-12-31,3396.0,3459.6,3393.9,3454.6,2722133,58140,184.50
2025-01-01,3438.5,3486.4,3435.9,3477.5,1975422,58990,183.54
2025-01-02,3474.1,3476.3,3408.9,3427.5,3068947,58579,184.34
2025-01-03,3430.8,3433.5,3403.1,3408.9,1532083,58393,182.34
2025-01-06,3409.9,3419.8,3377.7,3396.2,1337804,58392,184.60
2025-01-07,3377.4,3448.4,3374.7,3430.8,2397169,58845,183.60
2025-01-08,3428.5,3479.9,3424.4,3457.8,2223789,59011,182.45
2025-01-09,3449.3,3463.2,3374.0,3381.0,3452611,58152,181.83
2025-01-10,3390.6,3393.4,3311.2,3317.9,4468549,57646,181.59
2025-01-13,3325.9,3346.6,3308.4,3331.4,1762280,57595,181.16
2025-01-14,3328.4,3334.2,3151.1,3159.1,11922510,56061,180.69
2025-01-15,3149.0,3249.9,3145.2,3238.9,6545868,56482,180.71
2025-01-16,3250.0,3254.3,3249.5,3250.5,1413716,56495,180.14
2025-01-17,3239.8,3242.3,3172.5,3202.1,2914471,56023,179.00
2025-01-20,3217.1,3231.7,3174.8,3196.0,1281465,55922,180.35
2025-01-21,3196.8,3254.0,3172.6,3236.5,4061048,56925,179.68
2025-01-22,3239.6,3272.9,3229.3,3268.9,2938443,57616,179.85
2025-01-23,3251.1,3301.7,3230.0,3280.0,1374388,57768,179.93
2025-01-24,3283.8,3314.9,3279.3,3309.8,3056493,58238,179.09
2025-01-27,3309.6,3321.1,3291.8,3301.0,1398139,57955,178.86
2025-01-28,3309.5,3311.3,3276.5,3282.2,2222624,57585,178.78
2025-01-29,3283.8,3392.2,3282.9,3377.1,6950418,58689,179.19
2025-01-30,3363.9,3481.8,3345.6,3473.8,7308424,59537,179.29
2025-01-31,3451.5,3462.7,3395.3,3396.5,3213327,58620,178.94
2025-02-03,3415.0,3415.7,3371.0,3371.3,2350569,58926,178.90
2025-02-04,3373.9,3378.2,3305.3,3327.8,3815830,58328,177.68
2025-02-05,3325.4,3354.4,3321.0,3352.5,2119465,58696,176.17
2025-02-06,3361.0,3367.1,3332.1,3352.4,923070,58106,177.04
2025-02-07,3374.6,3379.7,3301.6,3328.6,2322726,57963,177.69
2025-02-10,3314.4,3387.5,3307.4,3384.7,4746818,58350,179.31
2025-02-11,3387.4,3396.8,3353.6,3368.6,1571398,58510,179.83
2025-02-12,3353.2,3355.3,3330.8,3339.5,2242967,58570,179.34
2025-02-13,3345.2,3352.7,3343.5,3347.5,1305552,59086,178.71
2025-02-14,3346.3,3348.2,3276.8,3298.6,4489666,58697,178.42
2025-02-17,3320.0,3334.2,3298.6,3307.3,1307425,58698,178.72
2025-02-18,3306.8,3349.3,3300.2,3347.2,2224757,58309,177.77
2025-02-19,3351.4,3354.7,3281.7,3308.0,2520679,58050,178.02
2025-02-20,3294.5,3295.2,3240.0,3242.5,3267956,56997,179.34
2025-02-21,3240.3,3344.1,3234.2,3331.0,7081813,58056,179.71
2025-02-24,3342.0,3355.6,3296.8,3315.3,1538558,57883,179.56
2025-02-25,3314.6,3368.0,3308.9,3354.7,3146888,58004,178.77
2025-02-26,3352.4,3375.1,3347.9,3361.6,1390428,58095,179.18
2025-02-27,3377.9,3434.9,3370.2,3421.9,3014292,58828,180.55
2025-02-28,3429.5,3431.9,3243.7,3273.9,5179462,58099,179.86
2025-03-03,3271.4,3389.9,3264.9,3370.5,4054096,58531,178.88
2025-03-04,3382.4,3385.1,3358.3,3360.7,1325321,58229,178.94
2025-03-05,3342.4,3348.5,3303.2,3309.5,3581988,57245,178.98
2025-03-06,3296.2,3404.4,3295.3,3362.2,4775530,57415,180.04
2025-03-07,3351.3,3359.7,3278.4,3286.7,4556000,56997,178.86
2025-03-10,3284.4,3293.8,3279.6,3286.2,942930,57018,180.58
2025-03-11,3284.9,3297.1,3238.5,3259.8,2124113,56993,181.45
2025-03-12,3265.3,3270.0,3157.2,3167.5,5018683,56940,181.54
2025-03-13,3187.6,3208.0,3167.0,3206.4,2127250,57411,179.38
2025-03-14,3206.1,3210.2,3108.7,3116.6,4220368,57174,178.75
2025-03-17,3128.2,3160.6,3122.5,3160.4,4229894,58377,180.07
2025-03-18,3171.0,3175.8,3147.8,3165.6,1163018,58526,180.80
2025-03-19,3180.8,3203.0,3116.5,3119.4,3019178,59242,180.09
2025-03-20,3134.2,3154.2,3042.6,3067.3,2916508,59396,179.24
2025-03-21,3074.4,3091.8,3056.0,3077.7,1722021,59225,178.43
2025-03-24,3070.5,3161.1,3049.7,3149.4,6464928,60045,177.57
2025-03-25,3157.8,3238.7,3140.8,3238.6,7570016,60359,178.12
2025-03-26,3241.3,3273.7,3219.5,3272.5,2525800,61030,178.18
2025-03-27,3262.3,3287.4,3251.1,3273.1,951654,60904,177.04
2025-03-28,3257.0,3262.3,3170.1,3174.6,4166734,60693,176.14
2025-03-31,3168.4,3179.1,3167.9,3171.4,1100949,60173,175.60
2025-04-01,3157.5,3158.4,3073.8,3092.6,5810637,59456,175.16
2025-04-02,3098.2,3145.2,3093.4,3136.1,3812925,60236,175.53
2025-04-03,3121.8,3155.7,3116.6,3150.2,1432052,60288,176.37
2025-04-04,3149.0,3163.0,3126.3,3143.6,1253560,60193,176.82
2025-04-07,3135.2,3167.1,3122.3,3124.7,2253351,60515,176.70
2025-04-08,3138.3,3141.5,3079.1,3082.1,2939114,59932,176.18
2025-04-09,3091.0,3524.7,3083.0,3519.3,20016380,59894,175.97
2025-04-10,3522.7,3532.3,3506.5,3527.4,1326879,60627,176.19
2025-04-11,3539.3,3563.7,3533.3,3551.2,2209239,60141,177.27
2025-04-14,3556.2,3582.9,3529.7,3576.9,1834516,60029,178.17
2025-04-15,3589.5,3597.4,3463.5,3470.2,6090419,59153,178.34
2025-04-16,3463.1,3572.9,3457.3,3550.8,5091523,59257,179.38
2025-04-17,3559.5,3563.4,3452.5,3465.0,5766084,58638,179.95
2025-04-18,3455.6,3527.5,3435.7,3519.4,4259820,59067,180.11
2025-04-21,3510.0,3554.5,3473.9,3553.4,2814372,59178,179.61
2025-04-22,3530.4,3610.3,3525.2,3598.4,3195345,59429,178.57
