群,デバイス,滞在秒数,ページ閲覧数,購入,購入額
B（新デザイン）,スマホ,70,5,1,2600
B（新デザイン）,スマホ,103,7,0,0
B（新デザイン）,PC,115,7,0,0
B（新デザイン）,PC,39,3,0,0
B（新デザイン）,スマホ,100,8,0,0
B（新デザイン）,スマホ,41,2,1,4310
B（新デザイン）,スマホ,31,1,0,0
B（新デザイン）,スマホ,92,8,0,0
B（新デザイン）,スマホ,113,8,0,0
B（新デザイン）,PC,54,5,0,0
B（新デザイン）,PC,113,7,0,0
B（新デザイン）,スマホ,56,4,0,0
B（新デザイン）,PC,52,5,0,0
B（新デザイン）,スマホ,42,4,0,0
B（新デザイン）,スマホ,58,3,0,0
B（新デザイン）,スマホ,52,4,1,2960
B（新デザイン）,スマホ,92,9,0,0
B（新デザイン）,PC,16,3,1,7950
B（新デザイン）,スマホ,21,5,0,0
B（新デザイン）,スマホ,77,7,0,0
B（新デザイン）,スマホ,43,5,0,0
B（新デザイン）,PC,82,6,0,0
B（新デザイン）,PC,51,5,0,0
B（新デザイン）,タブレット,38,4,1,7110
B（新デザイン）,スマホ,41,4,0,0
B（新デザイン）,PC,56,4,0,0
B（新デザイン）,スマホ,50,3,0,0
B（新デザイン）,スマホ,60,3,0,0
B（新デザイン）,スマホ,60,4,0,0
B（新デザイン）,PC,98,8,0,0
B（新デザイン）,スマホ,42,4,0,0
B（新デザイン）,スマホ,101,7,0,0
B（新デザイン）,スマホ,60,3,0,0
B（新デザイン）,PC,37,2,0,0
B（新デザイン）,スマホ,25,2,0,0
B（新デザイン）,スマホ,5,1,1,3560
B（新デザイン）,スマホ,58,4,0,0
B（新デザイン）,スマホ,73,6,0,0
B（新デザイン）,スマホ,92,6,0,0
B（新デザイン）,スマホ,40,2,0,0
B（新デザイン）,タブレット,59,6,0,0
B（新デザイン）,スマホ,72,6,1,7750
B（新デザイン）,タブレット,64,4,0,0
B（新デザイン）,スマホ,89,4,0,0
B（新デザイン）,タブレット,48,4,0,0
B（新デザイン）,PC,80,4,0,0
B（新デザイン）,スマホ,49,6,0,0
B（新デザイン）,スマホ,67,5,1,7690
B（新デザイン）,スマホ,56,6,0,0
B（新デザイン）,PC,95,7,0,0
B（新デザイン）,スマホ,55,4,0,0
B（新デザイン）,スマホ,62,6,0,0
B（新デザイン）,PC,53,7,0,0
B（新デザイン）,PC,82,5,0,0
B（新デザイン）,PC,87,5,1,8200
B（新デザイン）,スマホ,75,5,0,0
B（新デザイン）,スマホ,37,4,0,0
B（新デザイン）,PC,52,5,0,0
B（新デザイン）,スマホ,45,4,0,0
B（新デザイン）,PC,67,5,0,0
B（新デザイン）,タブレット,52,5,0,0
B（新デザイン）,スマホ,95,6,0,0
B（新デザイン）,スマホ,32,2,0,0
B（新デザイン）,スマホ,53,6,0,0
B（新デザイン）,スマホ,65,3,0,0
B（新デザイン）,スマホ,60,5,0,0
B（新デザイン）,スマホ,56,4,0,0
B（新デザイン）,PC,72,5,0,0
B（新デザイン）,スマホ,24,3,0,0
B（新デザイン）,タブレット,107,8,1,5860
B（新デザイン）,スマホ,57,6,0,0
B（新デザイン）,PC,64,4,1,4560
B（新デザイン）,スマホ,95,4,0,0
B（新デザイン）,タブレット,75,5,0,0
B（新デザイン）,スマホ,95,5,0,0
B（新デザイン）,PC,99,8,0,0
B（新デザイン）,PC,143,11,0,0
B（新デザイン）,スマホ,59,4,1,6850
B（新デザイン）,スマホ,65,4,0,0
B（新デザイン）,タブレット,70,6,1,5860
B（新デザイン）,スマホ,95,7,0,0
B（新デザイン）,PC,125,8,0,0
B（新デザイン）,スマホ,73,7,0,0
B（新デザイン）,スマホ,48,5,0,0
B（新デザイン）,PC,58,5,0,0
B（新デザイン）,PC,121,10,0,0
B（新デザイン）,スマホ,66,5,0,0
B（新デザイン）,タブレット,59,5,0,0
B（新デザイン）,スマホ,55,4,0,0
B（新デザイン）,スマホ,60,5,0,0
B（新デザイン）,スマホ,40,3,0,0
B（新デザイン）,PC,95,7,0,0
B（新デザイン）,スマホ,46,1,0,0
B（新デザイン）,スマホ,57,5,0,0
B（新デザイン）,スマホ,105,6,0,0
B（新デザイン）,スマホ,61,5,0,0
B（新デザイン）,スマホ,52,6,0,0
B（新デザイン）,スマホ,67,5,0,0
B（新デザイン）,PC,84,4,0,0
B（新デザイン）,スマホ,44,3,0,0
B（新デザイン）,タブレット,63,5,1,2790
B（新デザイン）,スマホ,68,3,0,0
B（新デザイン）,スマホ,54,3,0,0
B（新デザイン）,スマホ,44,4,0,0
B（新デザイン）,スマホ,55,5,0,0
B（新デザイン）,スマホ,9,1,0,0
B（新デザイン）,スマホ,60,5,0,0
B（新デザイン）,スマホ,65,4,1,4390
B（新デザイン）,タブレット,29,2,0,0
B（新デザイン）,タブレット,62,7,1,4780
B（新デザイン）,スマホ,17,2,1,4210
B（新デザイン）,タブレット,15,1,1,5560
B（新デザイン）,PC,56,2,1,4530
B（新デザイン）,スマホ,55,6,0,0
B（新デザイン）,スマホ,45,3,0,0
B（新デザイン）,スマホ,54,4,0,0
B（新デザイン）,スマホ,59,5,0,0
B（新デザイン）,スマホ,78,7,0,0
B（新デザイン）,スマホ,84,6,0,0
B（新デザイン）,スマホ,66,6,0,0
B（新デザイン）,PC,77,8,0,0
B（新デザイン）,スマホ,78,6,0,0
B（新デザイン）,スマホ,96,6,0,0
B（新デザイン）,PC,98,7,1,4030
B（新デザイン）,スマホ,51,5,0,0
B（新デザイン）,PC,38,3,0,0
B（新デザイン）,スマホ,70,7,1,2610
B（新デザイン）,スマホ,47,4,0,0
B（新デザイン）,スマホ,81,3,0,0
B（新デザイン）,PC,15,2,0,0
B（新デザイン）,PC,103,7,0,0
B（新デザイン）,スマホ,32,2,0,0
B（新デザイン）,PC,48,5,0,0
B（新デザイン）,スマホ,68,5,0,0
B（新デザイン）,スマホ,39,4,0,0
B（新デザイン）,スマホ,30,4,0,0
B（新デザイン）,PC,77,8,0,0
B（新デザイン）,スマホ,72,6,0,0
B（新デザイン）,スマホ,59,4,0,0
B（新デザイン）,PC,73,6,0,0
B（新デザイン）,スマホ,15,2,1,7740
B（新デザイン）,スマホ,51,4,0,0
B（新デザイン）,タブレット,58,4,0,0
B（新デザイン）,スマホ,55,3,0,0
B（新デザイン）,スマホ,27,3,0,0
B（新デザイン）,タブレット,67,6,0,0
B（新デザイン）,スマホ,24,3,1,7410
B（新デザイン）,スマホ,38,4,0,0
B（新デザイン）,タブレット,75,5,0,0
B（新デザイン）,スマホ,41,5,0,0
B（新デザイン）,PC,85,7,0,0
B（新デザイン）,スマホ,77,6,0,0
B（新デザイン）,PC,70,5,1,8130
B（新デザイン）,スマホ,55,3,1,2760
B（新デザイン）,PC,104,7,1,6220
B（新デザイン）,PC,77,6,0,0
B（新デザイン）,スマホ,90,6,1,9040
B（新デザイン）,スマホ,72,5,0,0
B（新デザイン）,スマホ,56,7,0,0
B（新デザイン）,スマホ,42,4,0,0
B（新デザイン）,スマホ,90,8,1,4020
B（新デザイン）,スマホ,28,4,0,0
B（新デザイン）,PC,68,5,0,0
B（新デザイン）,PC,71,3,0,0
B（新デザイン）,スマホ,49,3,0,0
B（新デザイン）,PC,95,6,0,0
B（新デザイン）,スマホ,31,6,1,1810
B（新デザイン）,スマホ,50,3,0,0
B（新デザイン）,スマホ,26,5,0,0
B（新デザイン）,スマホ,52,3,0,0
B（新デザイン）,スマホ,26,3,0,0
B（新デザイン）,スマホ,98,6,0,0
B（新デザイン）,スマホ,57,5,0,0
B（新デザイン）,スマホ,51,4,1,2260
B（新デザイン）,スマホ,52,5,0,0
B（新デザイン）,PC,53,5,0,0
B（新デザイン）,スマホ,76,5,0,0
B（新デザイン）,スマホ,49,3,0,0
B（新デザイン）,スマホ,73,5,0,0
B（新デザイン）,PC,47,5,0,0
B（新デザイン）,PC,74,5,0,0
B（新デザイン）,スマホ,68,6,0,0
B（新デザイン）,スマホ,64,6,0,0
B（新デザイン）,スマホ,25,2,1,11050
B（新デザイン）,スマホ,51,3,0,0
B（新デザイン）,タブレット,65,4,0,0
B（新デザイン）,スマホ,98,8,0,0
B（新デザイン）,PC,22,2,0,0
B（新デザイン）,スマホ,105,8,0,0
B（新デザイン）,スマホ,71,5,0,0
B（新デザイン）,スマホ,50,5,0,0
B（新デザイン）,PC,80,6,0,0
B（新デザイン）,スマホ,75,5,1,5150
B（新デザイン）,スマホ,65,3,0,0
B（新デザイン）,スマホ,49,2,0,0
B（新デザイン）,タブレット,39,4,0,0
B（新デザイン）,スマホ,67,2,0,0
B（新デザイン）,スマホ,47,1,0,0
B（新デザイン）,スマホ,71,3,0,0
B（新デザイン）,PC,29,3,0,0
B（新デザイン）,PC,38,4,0,0
B（新デザイン）,スマホ,65,5,0,0
B（新デザイン）,スマホ,46,3,0,0
B（新デザイン）,スマホ,82,5,0,0
B（新デザイン）,PC,62,5,1,5520
B（新デザイン）,スマホ,62,6,0,0
B（新デザイン）,スマホ,29,2,0,0
B（新デザイン）,スマホ,57,4,0,0
B（新デザイン）,スマホ,49,4,1,8700
B（新デザイン）,スマホ,66,3,0,0
B（新デザイン）,PC,96,7,0,0
B（新デザイン）,スマホ,75,5,0,0
B（新デザイン）,PC,44,3,0,0
B（新デザイン）,タブレット,57,6,1,2580
B（新デザイン）,スマホ,43,4,0,0
B（新デザイン）,スマホ,41,3,0,0
B（新デザイン）,スマホ,61,5,0,0
B（新デザイン）,PC,85,5,0,0
B（新デザイン）,スマホ,24,3,0,0
B（新デザイン）,スマホ,113,7,0,0
B（新デザイン）,スマホ,54,4,0,0
B（新デザイン）,PC,64,4,0,0
B（新デザイン）,スマホ,79,5,0,0
B（新デザイン）,PC,93,6,0,0
B（新デザイン）,PC,59,5,0,0
B（新デザイン）,スマホ,42,3,0,0
B（新デザイン）,スマホ,72,6,0,0
B（新デザイン）,PC,19,1,0,0
B（新デザイン）,スマホ,68,6,1,8530
B（新デザイン）,PC,25,4,0,0
B（新デザイン）,スマホ,95,7,0,0
B（新デザイン）,PC,63,3,0,0
B（新デザイン）,スマホ,32,1,0,0
B（新デザイン）,スマホ,78,5,1,6230
B（新デザイン）,スマホ,70,5,0,0
B（新デザイン）,スマホ,51,6,0,0
B（新デザイン）,スマホ,19,4,0,0
B（新デザイン）,PC,42,3,0,0
B（新デザイン）,スマホ,31,3,1,2950
B（新デザイン）,スマホ,55,4,0,0
B（新デザイン）,PC,102,6,0,0
B（新デザイン）,PC,21,5,1,6380
B（新デザイン）,スマホ,90,7,0,0
B（新デザイン）,スマホ,80,6,0,0
B（新デザイン）,スマホ,72,5,0,0
B（新デザイン）,スマホ,61,4,0,0
B（新デザイン）,スマホ,54,5,0,0
B（新デザイン）,PC,84,7,0,0
B（新デザイン）,PC,73,7,0,0
B（新デザイン）,スマホ,62,6,0,0
B（新デザイン）,スマホ,59,5,0,0
B（新デザイン）,スマホ,22,1,1,5990
B（新デザイン）,スマホ,31,3,0,0
B（新デザイン）,スマホ,83,6,0,0
B（新デザイン）,スマホ,45,4,0,0
B（新デザイン）,スマホ,65,5,0,0
B（新デザイン）,スマホ,61,4,1,17740
B（新デザイン）,スマホ,55,4,0,0
B（新デザイン）,スマホ,71,5,0,0
B（新デザイン）,スマホ,53,5,0,0
B（新デザイン）,スマホ,97,5,0,0
B（新デザイン）,PC,34,2,0,0
B（新デザイン）,スマホ,83,6,0,0
B（新デザイン）,スマホ,41,5,0,0
B（新デザイン）,スマホ,82,4,0,0
B（新デザイン）,スマホ,40,5,1,3600
B（新デザイン）,タブレット,45,3,0,0
B（新デザイン）,PC,65,7,0,0
B（新デザイン）,スマホ,46,3,0,0
B（新デザイン）,スマホ,76,5,0,0
B（新デザイン）,スマホ,64,6,0,0
B（新デザイン）,スマホ,29,4,1,4640
B（新デザイン）,PC,81,6,0,0
B（新デザイン）,スマホ,92,6,0,0
B（新デザイン）,PC,41,2,0,0
B（新デザイン）,PC,63,4,0,0
B（新デザイン）,タブレット,46,4,0,0
B（新デザイン）,スマホ,48,3,0,0
B（新デザイン）,スマホ,64,6,0,0
B（新デザイン）,スマホ,63,6,0,0
B（新デザイン）,PC,79,5,0,0
B（新デザイン）,タブレット,82,5,0,0
B（新デザイン）,スマホ,52,3,0,0
C（新コピー）,スマホ,54,4,1,4520
C（新コピー）,スマホ,49,5,0,0
C（新コピー）,スマホ,31,3,1,6600
C（新コピー）,スマホ,61,5,0,0
C（新コピー）,スマホ,28,3,0,0
C（新コピー）,スマホ,47,7,0,0
C（新コピー）,スマホ,33,3,0,0
C（新コピー）,スマホ,9,3,0,0
C（新コピー）,スマホ,12,1,0,0
C（新コピー）,PC,31,3,0,0
C（新コピー）,スマホ,5,1,0,0
C（新コピー）,PC,83,6,0,0
C（新コピー）,スマホ,36,4,0,0
C（新コピー）,スマホ,19,1,0,0
C（新コピー）,PC,77,6,0,0
C（新コピー）,PC,60,4,0,0
C（新コピー）,スマホ,43,3,0,0
C（新コピー）,PC,19,1,0,0
C（新コピー）,スマホ,55,5,0,0
C（新コピー）,スマホ,74,5,1,4530
C（新コピー）,スマホ,17,2,0,0
C（新コピー）,PC,49,4,0,0
C（新コピー）,スマホ,20,3,0,0
C（新コピー）,PC,55,4,0,0
C（新コピー）,タブレット,12,2,0,0
C（新コピー）,タブレット,41,6,0,0
C（新コピー）,PC,97,10,0,0
C（新コピー）,スマホ,23,3,0,0
C（新コピー）,スマホ,78,6,0,0
C（新コピー）,タブレット,38,3,0,0
C（新コピー）,PC,82,5,0,0
C（新コピー）,PC,19,2,0,0
C（新コピー）,スマホ,37,5,0,0
C（新コピー）,PC,52,5,0,0
C（新コピー）,タブレット,44,3,0,0
C（新コピー）,スマホ,33,3,0,0
C（新コピー）,PC,56,6,0,0
C（新コピー）,スマホ,47,5,0,0
C（新コピー）,スマホ,51,4,0,0
C（新コピー）,スマホ,42,5,0,0
C（新コピー）,スマホ,31,4,0,0
C（新コピー）,タブレット,77,4,0,0
C（新コピー）,PC,74,6,0,0
C（新コピー）,PC,47,4,0,0
C（新コピー）,PC,35,3,1,5600
C（新コピー）,スマホ,29,3,0,0
C（新コピー）,スマホ,59,6,0,0
C（新コピー）,タブレット,45,6,0,0
C（新コピー）,スマホ,93,5,0,0
C（新コピー）,PC,65,4,0,0
C（新コピー）,スマホ,56,6,0,0
C（新コピー）,スマホ,50,4,0,0
C（新コピー）,タブレット,52,4,0,0
C（新コピー）,PC,33,2,0,0
C（新コピー）,スマホ,49,4,0,0
C（新コピー）,スマホ,51,4,0,0
C（新コピー）,スマホ,63,5,0,0
C（新コピー）,スマホ,7,1,0,0
C（新コピー）,PC,45,5,0,0
C（新コピー）,スマホ,57,5,0,0
C（新コピー）,PC,83,7,1,5990
C（新コピー）,スマホ,37,5,0,0
C（新コピー）,PC,58,6,0,0
C（新コピー）,スマホ,27,2,0,0
C（新コピー）,タブレット,28,3,0,0
C（新コピー）,PC,71,5,0,0
C（新コピー）,PC,63,5,0,0
C（新コピー）,スマホ,66,5,0,0
C（新コピー）,スマホ,79,7,1,5210
C（新コピー）,PC,36,3,0,0
C（新コピー）,スマホ,12,1,0,0
C（新コピー）,スマホ,70,6,0,0
C（新コピー）,スマホ,71,6,0,0
C（新コピー）,スマホ,16,4,1,1820
C（新コピー）,スマホ,46,3,1,4970
C（新コピー）,スマホ,16,1,0,0
C（新コピー）,スマホ,40,3,0,0
C（新コピー）,スマホ,41,7,0,0
C（新コピー）,PC,28,1,0,0
C（新コピー）,スマホ,61,4,0,0
C（新コピー）,スマホ,48,3,0,0
C（新コピー）,スマホ,68,5,0,0
C（新コピー）,スマホ,15,2,1,6120
C（新コピー）,PC,59,4,0,0
C（新コピー）,スマホ,54,3,0,0
C（新コピー）,スマホ,64,6,0,0
C（新コピー）,PC,66,4,0,0
C（新コピー）,スマホ,66,4,0,0
C（新コピー）,タブレット,49,4,0,0
C（新コピー）,スマホ,24,1,0,0
C（新コピー）,スマホ,11,4,0,0
C（新コピー）,スマホ,22,1,0,0
C（新コピー）,スマホ,41,4,0,0
C（新コピー）,PC,72,5,0,0
C（新コピー）,スマホ,37,2,0,0
C（新コピー）,スマホ,55,3,0,0
C（新コピー）,スマホ,46,3,0,0
C（新コピー）,PC,109,5,0,0
C（新コピー）,PC,34,2,0,0
C（新コピー）,スマホ,47,4,0,0
C（新コピー）,スマホ,35,4,0,0
C（新コピー）,スマホ,36,5,0,0
C（新コピー）,スマホ,33,3,0,0
C（新コピー）,スマホ,47,4,0,0
C（新コピー）,タブレット,28,4,0,0
C（新コピー）,PC,41,3,1,3860
C（新コピー）,スマホ,59,6,0,0
C（新コピー）,タブレット,6,3,0,0
C（新コピー）,スマホ,29,2,0,0
C（新コピー）,PC,87,5,0,0
C（新コピー）,スマホ,25,3,0,0
C（新コピー）,スマホ,20,2,0,0
C（新コピー）,スマホ,20,3,0,0
C（新コピー）,スマホ,50,4,0,0
C（新コピー）,スマホ,16,1,0,0
C（新コピー）,PC,93,7,0,0
C（新コピー）,PC,36,2,0,0
C（新コピー）,スマホ,16,3,0,0
C（新コピー）,PC,61,5,0,0
C（新コピー）,スマホ,5,1,0,0
C（新コピー）,スマホ,52,5,0,0
C（新コピー）,スマホ,43,2,0,0
C（新コピー）,スマホ,59,5,0,0
C（新コピー）,PC,48,2,0,0
C（新コピー）,スマホ,28,1,0,0
C（新コピー）,タブレット,53,5,0,0
C（新コピー）,PC,37,5,0,0
C（新コピー）,PC,59,5,0,0
C（新コピー）,PC,5,1,0,0
C（新コピー）,スマホ,74,5,0,0
C（新コピー）,スマホ,50,4,0,0
C（新コピー）,スマホ,50,6,0,0
C（新コピー）,スマホ,18,2,0,0
C（新コピー）,スマホ,35,2,0,0
C（新コピー）,PC,106,7,1,5530
C（新コピー）,PC,45,4,0,0
C（新コピー）,スマホ,80,9,0,0
C（新コピー）,タブレット,90,7,0,0
C（新コピー）,スマホ,50,5,0,0
C（新コピー）,PC,56,5,0,0
C（新コピー）,スマホ,63,6,0,0
C（新コピー）,タブレット,40,5,0,0
C（新コピー）,スマホ,70,5,0,0
C（新コピー）,スマホ,86,6,0,0
C（新コピー）,タブレット,96,7,0,0
C（新コピー）,PC,32,4,0,0
C（新コピー）,スマホ,62,4,0,0
C（新コピー）,スマホ,46,2,0,0
C（新コピー）,スマホ,64,6,0,0
C（新コピー）,スマホ,31,3,0,0
C（新コピー）,スマホ,35,3,0,0
C（新コピー）,タブレット,62,5,0,0
C（新コピー）,スマホ,66,6,0,0
C（新コピー）,スマホ,30,3,0,0
C（新コピー）,スマホ,66,7,0,0
C（新コピー）,PC,97,5,0,0
C（新コピー）,スマホ,30,2,0,0
C（新コピー）,スマホ,59,6,0,0
C（新コピー）,スマホ,82,7,0,0
C（新コピー）,タブレット,45,6,0,0
C（新コピー）,PC,34,2,0,0
C（新コピー）,スマホ,29,3,0,0
C（新コピー）,スマホ,30,3,0,0
C（新コピー）,スマホ,68,5,0,0
C（新コピー）,スマホ,74,5,0,0
C（新コピー）,スマホ,5,1,0,0
C（新コピー）,スマホ,91,7,0,0
C（新コピー）,スマホ,57,3,0,0
C（新コピー）,スマホ,68,6,0,0
C（新コピー）,タブレット,69,6,0,0
C（新コピー）,スマホ,88,6,0,0
C（新コピー）,スマホ,49,2,0,0
C（新コピー）,PC,90,8,0,0
C（新コピー）,スマホ,57,2,1,8790
C（新コピー）,PC,57,5,0,0
C（新コピー）,スマホ,56,5,0,0
C（新コピー）,スマホ,65,5,0,0
C（新コピー）,タブレット,72,5,0,0
C（新コピー）,PC,60,4,0,0
C（新コピー）,タブレット,35,3,0,0
C（新コピー）,スマホ,66,5,0,0
C（新コピー）,スマホ,89,7,1,6600
C（新コピー）,スマホ,31,1,1,6310
C（新コピー）,スマホ,95,6,0,0
C（新コピー）,PC,86,8,0,0
C（新コピー）,スマホ,31,3,0,0
C（新コピー）,スマホ,69,4,0,0
C（新コピー）,スマホ,67,4,0,0
C（新コピー）,スマホ,34,3,0,0
C（新コピー）,スマホ,45,5,1,3510
C（新コピー）,PC,96,8,0,0
C（新コピー）,PC,70,7,0,0
C（新コピー）,PC,89,5,0,0
C（新コピー）,スマホ,76,6,0,0
C（新コピー）,スマホ,72,7,0,0
C（新コピー）,スマホ,107,7,0,0
C（新コピー）,PC,36,4,0,0
C（新コピー）,スマホ,76,7,0,0
C（新コピー）,PC,80,6,0,0
C（新コピー）,スマホ,65,5,0,0
C（新コピー）,スマホ,46,3,0,0
C（新コピー）,PC,96,4,0,0
C（新コピー）,タブレット,57,3,0,0
C（新コピー）,PC,33,4,0,0
C（新コピー）,スマホ,7,1,0,0
C（新コピー）,スマホ,34,2,0,0
C（新コピー）,スマホ,59,7,0,0
C（新コピー）,スマホ,46,5,0,0
C（新コピー）,スマホ,26,2,0,0
C（新コピー）,スマホ,61,5,1,6560
C（新コピー）,スマホ,25,3,0,0
C（新コピー）,スマホ,25,1,0,0
C（新コピー）,スマホ,12,1,1,6420
C（新コピー）,スマホ,71,6,0,0
C（新コピー）,スマホ,28,2,0,0
C（新コピー）,PC,63,6,0,0
C（新コピー）,タブレット,70,7,0,0
C（新コピー）,スマホ,22,3,0,0
C（新コピー）,スマホ,36,3,0,0
C（新コピー）,スマホ,64,3,0,0
C（新コピー）,スマホ,5,1,0,0
C（新コピー）,スマホ,27,3,0,0
C（新コピー）,スマホ,77,6,1,6430
C（新コピー）,PC,73,5,0,0
C（新コピー）,PC,59,3,0,0
C（新コピー）,スマホ,57,5,0,0
C（新コピー）,PC,92,10,0,0
C（新コピー）,スマホ,39,4,0,0
C（新コピー）,PC,58,5,0,0
C（新コピー）,スマホ,49,3,0,0
C（新コピー）,PC,67,4,0,0
C（新コピー）,スマホ,61,5,0,0
C（新コピー）,PC,5,2,0,0
C（新コピー）,スマホ,45,5,0,0
C（新コピー）,スマホ,79,5,0,0
C（新コピー）,スマホ,55,5,0,0
C（新コピー）,スマホ,49,4,0,0
C（新コピー）,PC,74,5,1,2980
C（新コピー）,スマホ,83,5,0,0
C（新コピー）,スマホ,60,5,0,0
C（新コピー）,PC,77,4,0,0
C（新コピー）,スマホ,52,5,0,0
C（新コピー）,スマホ,15,2,0,0
C（新コピー）,PC,64,6,0,0
C（新コピー）,スマホ,53,4,0,0
C（新コピー）,スマホ,44,5,0,0
C（新コピー）,PC,79,8,0,0
C（新コピー）,スマホ,5,1,0,0
C（新コピー）,タブレット,66,5,0,0
C（新コピー）,PC,76,5,0,0
C（新コピー）,タブレット,38,3,1,2880
C（新コピー）,スマホ,52,5,0,0
C（新コピー）,スマホ,63,3,0,0
C（新コピー）,スマホ,60,6,1,5960
C（新コピー）,スマホ,56,3,0,0
C（新コピー）,スマホ,43,3,0,0
C（新コピー）,PC,71,7,0,0
C（新コピー）,PC,79,5,0,0
C（新コピー）,スマホ,5,2,0,0
C（新コピー）,PC,67,7,0,0
C（新コピー）,PC,5,1,0,0
C（新コピー）,スマホ,46,4,0,0
C（新コピー）,スマホ,24,3,0,0
C（新コピー）,タブレット,45,2,0,0
C（新コピー）,スマホ,36,3,0,0
C（新コピー）,PC,36,4,0,0
C（新コピー）,PC,39,4,1,3680
C（新コピー）,スマホ,32,1,0,0
C（新コピー）,スマホ,57,4,0,0
C（新コピー）,PC,73,5,0,0
C（新コピー）,スマホ,39,3,0,0
C（新コピー）,PC,43,4,0,0
C（新コピー）,スマホ,59,5,0,0
C（新コピー）,スマホ,83,7,0,0
C（新コピー）,スマホ,8,2,0,0
C（新コピー）,スマホ,23,3,0,0
C（新コピー）,PC,26,3,1,4460
C（新コピー）,タブレット,59,4,0,0
C（新コピー）,タブレット,16,1,0,0
C（新コピー）,スマホ,60,3,0,0
C（新コピー）,スマホ,24,4,0,0
C（新コピー）,タブレット,38,4,0,0
C（新コピー）,スマホ,52,5,1,7890
C（新コピー）,スマホ,71,5,0,0
C（新コピー）,スマホ,86,7,0,0
C（新コピー）,スマホ,28,1,0,0
C（新コピー）,スマホ,34,2,0,0
C（新コピー）,PC,102,5,0,0
C（新コピー）,スマホ,60,4,0,0
C（新コピー）,スマホ,21,4,0,0
C（新コピー）,スマホ,71,6,0,0
C（新コピー）,スマホ,47,5,0,0
C（新コピー）,スマホ,73,5,0,0
C（新コピー）,タブレット,31,1,0,0
C（新コピー）,スマホ,56,5,0,0
C（新コピー）,タブレット,57,4,0,0
C（新コピー）,スマホ,36,5,0,0
C（新コピー）,スマホ,47,5,0,0
C（新コピー）,スマホ,48,3,0,0
C（新コピー）,PC,75,5,0,0
C（新コピー）,スマホ,62,4,0,0
C（新コピー）,PC,19,3,0,0
C（新コピー）,スマホ,50,5,0,0
C（新コピー）,スマホ,97,6,0,0
C（新コピー）,スマホ,48,5,0,0
C（新コピー）,スマホ,43,3,0,0
C（新コピー）,スマホ,22,1,0,0
C（新コピー）,スマホ,52,5,0,0
C（新コピー）,PC,77,5,1,7210
C（新コピー）,スマホ,52,5,0,0
C（新コピー）,スマホ,53,4,0,0
C（新コピー）,PC,87,6,0,0
C（新コピー）,スマホ,29,4,0,0
C（新コピー）,スマホ,38,3,0,0
C（新コピー）,スマホ,43,4,0,0
C（新コピー）,スマホ,49,3,0,0
C（新コピー）,スマホ,34,4,0,0
C（新コピー）,スマホ,70,6,0,0
C（新コピー）,PC,68,7,0,0
C（新コピー）,スマホ,77,7,0,0
C（新コピー）,PC,97,7,1,6420
C（新コピー）,スマホ,98,5,0,0
C（新コピー）,PC,44,3,0,0
C（新コピー）,スマホ,69,4,0,0
C（新コピー）,PC,77,4,0,0
C（新コピー）,PC,34,2,0,0
C（新コピー）,PC,50,3,0,0
C（新コピー）,スマホ,16,4,0,0
C（新コピー）,PC,91,6,1,4920
C（新コピー）,スマホ,26,1,1,2350
C（新コピー）,PC,61,4,0,0
C（新コピー）,PC,47,5,0,0
C（新コピー）,スマホ,53,3,0,0
C（新コピー）,スマホ,61,4,0,0
C（新コピー）,PC,57,5,0,0
C（新コピー）,スマホ,15,1,0,0
C（新コピー）,スマホ,41,4,0,0
C（新コピー）,タブレット,25,3,1,3590
C（新コピー）,PC,61,6,0,0
C（新コピー）,スマホ,37,3,0,0
C（新コピー）,スマホ,40,3,0,0
C（新コピー）,スマホ,44,4,0,0
C（新コピー）,スマホ,28,3,0,0
C（新コピー）,PC,77,7,0,0
C（新コピー）,PC,60,4,0,0
C（新コピー）,スマホ,77,7,0,0
C（新コピー）,スマホ,38,3,0,0
C（新コピー）,スマホ,93,6,0,0
C（新コピー）,スマホ,25,4,0,0
C（新コピー）,スマホ,12,4,0,0
C（新コピー）,PC,59,7,0,0
C（新コピー）,スマホ,21,3,0,0
C（新コピー）,スマホ,60,7,0,0
C（新コピー）,スマホ,70,6,0,0
C（新コピー）,PC,95,5,0,0
C（新コピー）,スマホ,5,1,0,0
C（新コピー）,スマホ,8,1,0,0
C（新コピー）,スマホ,38,2,0,0
C（新コピー）,スマホ,43,3,1,5020
C（新コピー）,PC,43,4,0,0
C（新コピー）,スマホ,51,4,0,0
C（新コピー）,スマホ,52,4,0,0
C（新コピー）,スマホ,48,4,0,0
C（新コピー）,スマホ,50,5,0,0
C（新コピー）,スマホ,60,5,0,0
C（新コピー）,スマホ,46,5,0,0
C（新コピー）,スマホ,33,2,0,0
C（新コピー）,スマホ,11,1,0,0
C（新コピー）,スマホ,44,4,0,0
C（新コピー）,PC,85,6,0,0
C（新コピー）,スマホ,78,5,0,0
C（新コピー）,スマホ,64,6,1,6930
C（新コピー）,PC,38,2,0,0
C（新コピー）,PC,102,8,0,0
C（新コピー）,タブレット,18,3,0,0
C（新コピー）,スマホ,97,6,0,0
C（新コピー）,タブレット,31,4,0,0
C（新コピー）,スマホ,44,2,1,3130
C（新コピー）,スマホ,53,4,1,6390
C（新コピー）,スマホ,44,2,0,0
C（新コピー）,スマホ,43,2,0,0
